StartTime: 2020-08-19 09:01:41.537
address	Time(s)	ChipTime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(degC)	hx	hy	hz 
0x50	 09:35:33.791	 2020-08-17 16:33:32.150	0.0742	0.1177	1.0269	-0.9766	2.6245	1.0986	5.0812	-5.3998	-139.6198	45.97	-30	-19	-1 
0x50	 09:35:33.791	 2020-08-17 16:33:32.250	0.0684	0.1167	1.0352	-1.2207	3.7842	1.4648	5.0317	-5.0043	-138.1586	45.99	-28	-14	0 
0x50	 09:35:33.792	 2020-08-17 16:33:32.350	0.0630	0.1172	1.0420	-1.0986	4.6387	1.8921	4.9823	-4.5209	-136.7908	45.97	-27	-16	-1 
0x50	 09:35:33.792	 2020-08-17 16:33:32.450	0.0547	0.1157	1.0420	-1.0376	5.3711	2.2583	4.9438	-3.9771	-135.7800	45.92	-25	-16	1 
0x50	 09:35:33.792	 2020-08-17 16:33:32.550	0.0459	0.1123	1.0488	-0.9155	5.8594	2.7466	4.8999	-3.3673	-134.7913	45.92	-19	-15	0 
0x50	 09:35:33.792	 2020-08-17 16:33:32.650	0.0342	0.1094	1.0498	-0.7935	6.1646	3.1128	4.8669	-2.7411	-134.2365	45.91	-18	-17	1 
0x50	 09:35:33.950	 2020-08-17 16:33:32.750	0.0205	0.1069	1.0508	-0.4883	6.1646	3.4180	4.8560	-2.0984	-133.9673	45.91	-13	-17	3 
0x50	 09:35:33.968	 2020-08-17 16:33:32.850	0.0078	0.1050	1.0498	-0.4272	6.1035	3.7842	4.8560	-1.4557	-134.0277	45.89	-15	-19	4 
0x50	 09:35:34.169	 2020-08-17 16:33:32.950	-0.0063	0.1006	1.0488	-0.3052	5.7373	3.9673	4.8669	-0.8405	-133.7970	45.87	-17	-18	4 
0x50	 09:35:34.170	 2020-08-17 16:33:33.050	-0.0171	0.1011	1.0435	0.0610	5.0659	4.2114	4.8999	-0.2747	-133.7585	45.87	-15	-20	4 
0x50	 09:35:34.789	 2020-08-17 16:33:33.150	-0.0264	0.0977	1.0420	0.1831	4.2114	4.4556	4.9438	0.2142	-133.8959	45.88	-12	-18	9 
0x50	 09:35:34.789	 2020-08-17 16:33:33.250	-0.0337	0.0986	1.0376	0.3052	3.5400	4.5776	5.0208	0.6207	-134.8242	45.88	-6	-19	11 
0x50	 09:35:34.789	 2020-08-17 16:33:33.350	-0.0361	0.1011	1.0332	0.4272	2.4414	4.6997	5.1196	0.9229	-135.8240	45.85	-10	-19	6 
0x50	 09:35:34.790	 2020-08-17 16:33:33.450	-0.0366	0.1025	1.0313	0.4883	1.5259	4.8218	5.2240	1.1206	-136.8237	45.82	-9	-21	9 
0x50	 09:35:34.790	 2020-08-17 16:33:33.550	-0.0371	0.1064	1.0313	0.4883	0.6104	4.8828	5.3284	1.2085	-137.7081	45.82	-10	-23	13 
0x50	 09:35:34.790	 2020-08-17 16:33:33.650	-0.0317	0.1089	1.0234	0.4883	-0.4272	4.9438	5.4382	1.1865	-138.6804	45.84	-7	-25	14 
0x50	 09:35:34.916	 2020-08-17 16:33:33.750	-0.0303	0.1123	1.0215	0.3052	-1.3428	5.1270	5.5316	1.0767	-139.7955	45.85	-7	-29	11 
0x50	 09:35:34.969	 2020-08-17 16:33:33.850	-0.0283	0.1162	1.0166	0.0610	-2.0142	5.1270	5.6140	0.8789	-140.9491	45.87	-6	-29	14 
0x50	 09:35:35.095	 2020-08-17 16:33:33.950	-0.0269	0.1147	1.0132	-0.3052	-2.8687	5.2490	5.6689	0.6152	-142.0148	45.82	-8	-30	15 
0x50	 09:35:35.166	 2020-08-17 16:33:34.050	-0.0239	0.1162	1.0083	-0.5493	-3.5400	5.3711	5.6909	0.2856	-142.8442	45.85	-8	-30	15 
0x50	 09:35:35.323	 2020-08-17 16:33:34.150	-0.0215	0.1182	1.0049	-0.9766	-4.1504	5.3711	5.6854	-0.0824	-143.6902	45.82	-8	-33	12 
0x50	 09:35:35.365	 2020-08-17 16:33:34.250	-0.0195	0.1172	1.0034	-1.4038	-4.5776	5.4321	5.6415	-0.4944	-144.3329	45.82	-12	-33	11 
0x50	 09:35:35.465	 2020-08-17 16:33:34.350	-0.0171	0.1167	0.9995	-1.6479	-4.9438	5.4932	5.5591	-0.9338	-144.9371	45.82	-11	-34	14 
0x50	 09:35:35.569	 2020-08-17 16:33:34.450	-0.0146	0.1143	0.9956	-2.0142	-5.3711	5.4932	5.4492	-1.3843	-145.5139	45.79	-11	-35	12 
0x50	 09:35:35.723	 2020-08-17 16:33:34.550	-0.0112	0.1099	0.9927	-2.1362	-5.6763	5.4932	5.3064	-1.8457	-145.8655	45.79	-14	-35	15 
0x50	 09:35:35.764	 2020-08-17 16:33:34.650	-0.0078	0.1069	0.9917	-2.3193	-5.7373	5.4932	5.1361	-2.3016	-145.9644	45.80	-16	-41	10 
0x50	 09:35:35.865	 2020-08-17 16:33:34.750	-0.0039	0.1035	0.9907	-2.5024	-5.6763	5.5542	4.9548	-2.7521	-146.1951	45.81	-18	-40	9 
0x50	 09:35:36.371	 2020-08-17 16:33:34.850	0.0000	0.0981	0.9912	-2.3193	-5.5542	5.4321	4.7681	-3.1805	-146.2994	45.80	-20	-42	6 
0x50	 09:35:36.371	 2020-08-17 16:33:34.950	0.0059	0.0942	0.9888	-2.2583	-5.3101	5.3711	4.5868	-3.5815	-146.4587	45.82	-19	-40	6 
0x50	 09:35:36.371	 2020-08-17 16:33:35.050	0.0112	0.0923	0.9917	-1.8921	-4.8828	5.3101	4.4165	-3.9386	-146.3269	45.82	-23	-41	4 
0x50	 09:35:36.371	 2020-08-17 16:33:35.150	0.0161	0.0894	0.9961	-1.5869	-4.2725	5.2490	4.2737	-4.2407	-146.1786	45.79	-25	-44	6 
0x50	 09:35:36.372	 2020-08-17 16:33:35.250	0.0205	0.0864	0.9985	-1.0376	-3.7231	5.1880	4.1638	-4.4824	-146.0083	45.77	-26	-45	5 
0x50	 09:35:36.533	 2020-08-17 16:33:35.350	0.0249	0.0854	1.0044	-0.6714	-2.8687	5.0049	4.0979	-4.6472	-145.7172	45.78	-26	-45	3 
0x50	 09:35:36.563	 2020-08-17 16:33:35.450	0.0288	0.0879	1.0088	-0.1221	-1.9531	4.8828	4.0869	-4.7351	-145.5029	45.77	-26	-45	1 
0x50	 09:35:36.683	 2020-08-17 16:33:35.550	0.0288	0.0894	1.0181	0.3662	-1.0986	4.6997	4.1199	-4.7351	-145.4645	45.76	-22	-47	4 
0x50	 09:35:36.839	 2020-08-17 16:33:35.650	0.0273	0.0913	1.0239	0.8545	-0.1831	4.5166	4.2078	-4.6472	-145.5249	45.76	-23	-49	2 
0x50	 09:35:36.863	 2020-08-17 16:33:35.750	0.0259	0.0991	1.0322	1.3428	0.7324	4.2114	4.3561	-4.4659	-145.5139	45.75	-25	-47	1 
0x50	 09:35:36.995	 2020-08-17 16:33:35.850	0.0205	0.1064	1.0361	1.7700	1.6479	3.7842	4.5703	-4.1968	-145.6238	45.74	-23	-49	3 
0x50	 09:35:37.062	 2020-08-17 16:33:35.950	0.0137	0.1147	1.0430	2.0752	2.3804	3.2349	4.8395	-3.8342	-145.7886	45.68	-20	-49	5 
0x50	 09:35:37.211	 2020-08-17 16:33:36.050	0.0059	0.1245	1.0513	2.1973	3.1738	2.5024	5.1471	-3.4003	-146.1676	45.70	-20	-50	3 
0x50	 09:35:37.261	 2020-08-17 16:33:36.150	-0.0015	0.1323	1.0522	2.3804	3.6621	1.7700	5.4767	-2.9059	-146.6016	45.70	-22	-55	5 
0x50	 09:35:37.918	 2020-08-17 16:33:36.250	-0.0068	0.1343	1.0562	2.1362	3.9063	1.0986	5.8118	-2.3785	-147.3212	45.70	-16	-55	4 
0x50	 09:35:37.918	 2020-08-17 16:33:36.350	-0.0117	0.1362	1.0586	2.0142	4.0894	0.4883	6.1194	-1.8402	-148.0518	45.72	-18	-53	5 
0x50	 09:35:37.919	 2020-08-17 16:33:36.450	-0.0190	0.1362	1.0601	1.7090	3.9673	0.1831	6.3885	-1.3184	-148.9417	45.72	-11	-53	6 
0x50	 09:35:37.919	 2020-08-17 16:33:36.550	-0.0215	0.1357	1.0562	1.0986	3.6621	0.0000	6.6028	-0.8240	-149.9359	45.72	-14	-54	7 
0x50	 09:35:37.919	 2020-08-17 16:33:36.650	-0.0269	0.1382	1.0547	0.5493	3.1738	-0.1221	6.7511	-0.3790	-150.9302	45.71	-13	-52	9 
0x50	 09:35:37.919	 2020-08-17 16:33:36.750	-0.0332	0.1377	1.0488	-0.0610	2.5024	-0.1221	6.8280	0.0000	-151.9025	45.70	-11	-51	9 
0x50	 09:35:37.960	 2020-08-17 16:33:36.850	-0.0371	0.1362	1.0435	-0.7324	1.5259	-0.0610	6.8335	0.2911	-152.9297	45.71	-8	-51	8 
0x50	 09:35:38.103	 2020-08-17 16:33:36.950	-0.0376	0.1333	1.0361	-1.4648	0.6714	0.0610	6.7566	0.4889	-153.8635	45.74	-11	-49	12 
0x50	 09:35:38.263	 2020-08-17 16:33:37.050	-0.0391	0.1284	1.0293	-2.1362	-0.1831	0.1221	6.6138	0.5933	-154.7919	45.72	-9	-53	14 
0x50	 09:35:38.263	 2020-08-17 16:33:37.150	-0.0386	0.1240	1.0249	-2.4414	-1.2817	0.3052	6.4160	0.5988	-155.6378	45.74	-10	-49	10 
0x50	 09:35:38.915	 2020-08-17 16:33:37.250	-0.0366	0.1147	1.0190	-2.9297	-2.1973	0.4272	6.1633	0.5054	-156.3794	45.77	-10	-49	15 
0x50	 09:35:38.915	 2020-08-17 16:33:37.350	-0.0317	0.1079	1.0142	-3.1128	-2.9907	0.5493	5.8832	0.3186	-157.0001	45.78	-9	-47	12 
0x50	 09:35:38.915	 2020-08-17 16:33:37.450	-0.0244	0.1011	1.0122	-3.0518	-3.6621	0.6104	5.5920	0.0549	-157.5824	45.79	-11	-47	11 
0x50	 09:35:38.915	 2020-08-17 16:33:37.550	-0.0181	0.0933	1.0103	-2.8076	-4.2114	0.6104	5.3064	-0.2692	-157.9944	45.81	-14	-48	15 
0x50	 09:35:38.915	 2020-08-17 16:33:37.650	-0.0103	0.0884	1.0078	-2.5024	-4.4556	0.6714	5.0482	-0.6317	-158.4283	45.82	-15	-50	12 
0x50	 09:35:38.915	 2020-08-17 16:33:37.750	-0.0024	0.0864	1.0078	-2.0752	-4.5166	0.6714	4.8285	-1.0217	-158.6646	45.81	-16	-48	15 
0x50	 09:35:38.958	 2020-08-17 16:33:37.850	0.0054	0.0815	1.0088	-1.4648	-4.5166	0.7324	4.6582	-1.4117	-158.8129	45.82	-14	-46	13 
0x50	 09:35:39.096	 2020-08-17 16:33:37.950	0.0122	0.0801	1.0122	-0.8545	-4.2114	0.6104	4.5483	-1.7853	-158.9227	45.82	-16	-47	12 
0x50	 09:35:39.278	 2020-08-17 16:33:38.050	0.0176	0.0791	1.0122	-0.1831	-3.7842	0.6104	4.4989	-2.1204	-159.0051	45.85	-18	-49	10 
0x50	 09:35:39.278	 2020-08-17 16:33:38.150	0.0249	0.0835	1.0176	0.3052	-3.1738	0.5493	4.5154	-2.4060	-159.0161	45.83	-19	-47	9 
0x50	 09:35:39.982	 2020-08-17 16:33:38.250	0.0288	0.0864	1.0229	0.7935	-2.5024	0.4883	4.5923	-2.6202	-158.9557	45.83	-21	-46	9 
0x50	 09:35:39.982	 2020-08-17 16:33:38.350	0.0327	0.0928	1.0288	1.2817	-1.6479	0.3662	4.7186	-2.7576	-158.7964	45.82	-20	-46	9 
0x50	 09:35:39.982	 2020-08-17 16:33:38.450	0.0347	0.1001	1.0352	1.4648	-0.7935	0.2441	4.8834	-2.8180	-158.6591	45.86	-20	-47	8 
0x50	 09:35:39.982	 2020-08-17 16:33:38.550	0.0356	0.1064	1.0391	1.5869	0.1221	0.1221	5.0757	-2.7905	-158.6700	45.85	-20	-50	7 
0x50	 09:35:39.982	 2020-08-17 16:33:38.650	0.0352	0.1138	1.0439	1.4648	1.0376	0.0000	5.2844	-2.6752	-158.6371	45.85	-20	-47	5 
0x50	 09:35:39.982	 2020-08-17 16:33:38.750	0.0327	0.1206	1.0469	1.1597	1.7700	-0.0610	5.4822	-2.4829	-158.5822	45.88	-19	-49	6 
0x50	 09:35:39.983	 2020-08-17 16:33:38.850	0.0293	0.1274	1.0488	0.9155	2.3193	-0.1221	5.6580	-2.2357	-158.6646	45.91	-15	-46	7 
0x50	 09:35:40.135	 2020-08-17 16:33:38.950	0.0220	0.1289	1.0474	0.3662	2.8687	-0.1831	5.7953	-1.9226	-158.9282	45.91	-16	-49	8 
0x50	 09:35:40.156	 2020-08-17 16:33:39.050	0.0166	0.1313	1.0483	0.0610	3.2349	-0.1831	5.8887	-1.5820	-159.1974	45.90	-15	-49	5 
0x50	 09:35:40.297	 2020-08-17 16:33:39.150	0.0059	0.1294	1.0420	-0.4883	3.2349	-0.2441	5.9271	-1.2085	-159.5984	45.88	-13	-46	9 
0x50	 09:35:40.475	 2020-08-17 16:33:39.250	-0.0054	0.1255	1.0371	-1.0986	3.1128	-0.1831	5.9106	-0.8240	-159.9115	45.89	-12	-47	8 
0x50	 09:35:40.476	 2020-08-17 16:33:39.350	-0.0156	0.1240	1.0327	-1.4648	2.8076	-0.1831	5.8502	-0.4614	-160.3729	45.91	-6	-48	13 
0x50	 09:35:40.607	 2020-08-17 16:33:39.450	-0.0259	0.1167	1.0298	-1.8311	2.1973	-0.1221	5.7458	-0.1318	-161.0321	45.89	-8	-45	11 
0x50	 09:35:40.654	 2020-08-17 16:33:39.550	-0.0352	0.1113	1.0195	-1.9531	1.4038	0.0000	5.6085	0.1373	-161.5814	45.91	-9	-43	15 
0x50	 09:35:40.831	 2020-08-17 16:33:39.650	-0.0449	0.1040	1.0073	-1.9531	0.3662	0.0610	5.4492	0.3351	-162.0044	45.85	-10	-43	14 
0x50	 09:35:40.855	 2020-08-17 16:33:39.750	-0.0503	0.0986	0.9980	-1.8921	-0.9155	0.2441	5.3009	0.4395	-162.4658	45.89	-8	-46	15 
0x50	 09:35:41.488	 2020-08-17 16:33:39.850	-0.0522	0.0957	0.9917	-1.6479	-2.1362	0.3052	5.1581	0.4230	-163.0096	45.88	-6	-45	15 
0x50	 09:35:41.488	 2020-08-17 16:33:39.950	-0.0542	0.0913	0.9834	-1.4038	-3.4790	0.4272	5.0372	0.2856	-163.3777	45.90	-9	-41	15 
0x50	 09:35:41.488	 2020-08-17 16:33:40.050	-0.0537	0.0894	0.9775	-0.9155	-4.8218	0.5493	4.9438	0.0330	-163.5809	45.89	-11	-43	13 
0x50	 09:35:41.488	 2020-08-17 16:33:40.150	-0.0493	0.0903	0.9736	-0.5493	-6.0425	0.5493	4.8944	-0.3296	-163.7952	45.91	-11	-43	12 
0x50	 09:35:41.488	 2020-08-17 16:33:40.250	-0.0430	0.0928	0.9727	-0.2441	-7.0801	0.4883	4.8834	-0.8075	-163.8721	45.89	-12	-42	12 
0x50	 09:35:41.488	 2020-08-17 16:33:40.350	-0.0342	0.0967	0.9736	0.0000	-7.8735	0.4272	4.9109	-1.3623	-163.7402	45.93	-19	-41	12 
0x50	 09:35:41.616	 2020-08-17 16:33:40.450	-0.0249	0.1016	0.9746	0.3052	-8.4229	0.2441	4.9713	-1.9830	-163.4930	45.97	-19	-46	14 
0x50	 09:35:41.654	 2020-08-17 16:33:40.550	-0.0117	0.1060	0.9751	0.3662	-8.4839	0.0000	5.0537	-2.6257	-163.1525	45.89	-21	-45	8 
0x50	 09:35:41.753	 2020-08-17 16:33:40.650	0.0015	0.1099	0.9810	0.4883	-8.3008	-0.3052	5.1581	-3.2739	-162.6636	45.94	-23	-44	10 
0x50	 09:35:41.853	 2020-08-17 16:33:40.750	0.0181	0.1113	0.9883	0.3662	-7.6904	-0.7324	5.2789	-3.8837	-162.2571	45.89	-22	-47	5 
0x50	 09:35:42.552	 2020-08-17 16:33:40.850	0.0332	0.1133	0.9956	0.4272	-6.8359	-1.0376	5.3943	-4.4385	-161.7737	45.91	-25	-43	5 
0x50	 09:35:42.552	 2020-08-17 16:33:40.950	0.0479	0.1147	1.0039	0.4272	-5.6763	-1.2207	5.4932	-4.9054	-161.1035	45.88	-31	-45	5 
0x50	 09:35:42.552	 2020-08-17 16:33:41.050	0.0635	0.1172	1.0132	0.1831	-4.3335	-1.2817	5.5811	-5.2734	-160.4004	45.93	-28	-45	5 
0x50	 09:35:42.552	 2020-08-17 16:33:41.150	0.0762	0.1191	1.0210	0.1221	-2.8687	-1.2817	5.6580	-5.5316	-159.6149	45.90	-34	-42	1 
0x50	 09:35:42.552	 2020-08-17 16:33:41.250	0.0864	0.1182	1.0298	-0.0610	-1.4038	-1.2207	5.7129	-5.6580	-158.7744	45.93	-32	-42	1 
0x50	 09:35:42.553	 2020-08-17 16:33:41.350	0.0947	0.1216	1.0391	-0.3052	0.3052	-1.0376	5.7513	-5.6580	-158.0273	45.91	-30	-41	1 
0x50	 09:35:42.553	 2020-08-17 16:33:41.450	0.0977	0.1206	1.0483	-0.4272	1.8311	-0.7324	5.7733	-5.5206	-157.3956	45.93	-29	-41	-1 
0x50	 09:35:42.728	 2020-08-17 16:33:41.550	0.0977	0.1201	1.0552	-0.6104	3.2349	-0.4272	5.7733	-5.2570	-156.7969	45.98	-26	-43	0 
0x50	 09:35:42.751	 2020-08-17 16:33:41.650	0.0918	0.1201	1.0625	-0.4883	4.4556	0.0000	5.7513	-4.8724	-156.2146	46.01	-23	-39	0 
0x50	 09:35:42.893	 2020-08-17 16:33:41.750	0.0845	0.1182	1.0684	-0.6104	5.4932	0.4272	5.7184	-4.3835	-155.8026	46.04	-23	-43	3 
0x50	 09:35:43.078	 2020-08-17 16:33:41.850	0.0708	0.1143	1.0669	-0.6714	6.2866	0.7935	5.6689	-3.8068	-155.3137	46.02	-22	-40	1 
0x50	 09:35:43.078	 2020-08-17 16:33:41.950	0.0552	0.1152	1.0698	-0.5493	6.5918	1.3428	5.6195	-3.1696	-154.8798	46.02	-22	-40	0 
0x50	 09:35:43.150	 2020-08-17 16:33:42.050	0.0376	0.1128	1.0669	-0.5493	6.7139	1.7700	5.5701	-2.4939	-154.5941	46.01	-19	-39	5 
0x50	 09:35:43.296	 2020-08-17 16:33:42.150	0.0171	0.1099	1.0601	-0.5493	6.6528	2.1362	5.5261	-1.8018	-154.4733	46.01	-15	-38	4 
0x50	 09:35:43.350	 2020-08-17 16:33:42.250	-0.0024	0.1099	1.0576	-0.4272	6.1035	2.4414	5.4877	-1.1261	-154.3359	46.03	-16	-39	8 
0x50	 09:35:43.502	 2020-08-17 16:33:42.350	-0.0195	0.1069	1.0508	-0.3662	5.3711	2.7466	5.4712	-0.4889	-154.5996	46.04	-9	-39	9 
0x50	 09:35:43.550	 2020-08-17 16:33:42.450	-0.0337	0.1050	1.0430	-0.1831	4.3335	3.0518	5.4657	0.0659	-155.0940	46.01	-8	-37	8 
0x50	 09:35:43.717	 2020-08-17 16:33:42.550	-0.0479	0.1030	1.0342	-0.1221	3.1128	3.2959	5.4822	0.5219	-155.7147	46.01	-7	-40	11 
0x50	 09:35:43.749	 2020-08-17 16:33:42.650	-0.0552	0.1016	1.0259	-0.1221	1.6479	3.5400	5.5096	0.8624	-156.2970	46.00	-5	-38	13 
0x50	 09:35:43.884	 2020-08-17 16:33:42.750	-0.0591	0.1011	1.0195	0.1221	0.0610	3.7842	5.5426	1.0492	-156.8188	46.00	-9	-39	12 
0x50	 09:35:43.948	 2020-08-17 16:33:42.850	-0.0576	0.0996	1.0132	0.1831	-1.4648	3.9063	5.5920	1.0876	-157.3407	45.95	-6	-40	15 
0x50	 09:35:44.623	 2020-08-17 16:33:42.950	-0.0552	0.1006	1.0103	0.1831	-2.9297	4.0894	5.6415	0.9668	-158.0164	45.96	-4	-45	15 
0x50	 09:35:44.623	 2020-08-17 16:33:43.050	-0.0454	0.1021	1.0083	0.3052	-4.1504	4.2725	5.6909	0.7031	-158.5986	45.96	-5	-42	17 
0x50	 09:35:44.623	 2020-08-17 16:33:43.150	-0.0317	0.1021	1.0049	0.2441	-5.0659	4.3335	5.7404	0.3076	-159.0161	45.92	-8	-47	14 
0x50	 09:35:44.623	 2020-08-17 16:33:43.250	-0.0190	0.1079	1.0073	0.2441	-5.6152	4.3335	5.7898	-0.1813	-159.1864	45.97	-13	-47	14 
0x50	 09:35:44.623	 2020-08-17 16:33:43.350	-0.0107	0.1177	1.0059	0.1221	-5.9204	4.2725	5.8337	-0.7196	-159.0161	45.93	-16	-48	13 
0x50	 09:35:44.623	 2020-08-17 16:33:43.450	-0.0034	0.1348	1.0127	-0.1831	-5.7983	3.8452	5.8997	-1.2689	-158.9008	45.93	-15	-50	13 
0x50	 09:35:44.647	 2020-08-17 16:33:43.550	-0.0049	0.1519	1.0122	-0.3662	-5.4321	2.9907	5.9930	-1.7688	-158.8733	45.99	-17	-53	11 
0x50	 09:35:44.814	 2020-08-17 16:33:43.650	-0.0044	0.1675	1.0132	-0.9155	-4.6997	1.6479	6.1084	-2.1753	-158.9777	45.93	-15	-54	12 
0x50	 09:35:44.846	 2020-08-17 16:33:43.750	-0.0054	0.1802	1.0176	-1.2817	-3.9673	0.0000	6.2128	-2.4719	-159.0601	45.97	-19	-48	10 
0x50	 09:35:44.977	 2020-08-17 16:33:43.850	-0.0020	0.1826	1.0210	-1.7090	-2.9907	-1.8921	6.3062	-2.6532	-159.3512	45.93	-18	-51	9 
0x50	 09:35:45.639	 2020-08-17 16:33:43.950	0.0034	0.1699	1.0220	-2.1973	-2.1362	-3.6011	6.3446	-2.7191	-159.8126	45.97	-15	-51	10 
0x50	 09:35:45.640	 2020-08-17 16:33:44.050	0.0093	0.1528	1.0239	-2.5635	-1.2207	-4.8828	6.2897	-2.7026	-160.3180	45.98	-16	-45	7 
0x50	 09:35:45.640	 2020-08-17 16:33:44.150	0.0142	0.1348	1.0249	-2.8687	-0.5493	-5.6763	6.1523	-2.6147	-160.9332	45.94	-16	-46	10 
0x50	 09:35:45.640	 2020-08-17 16:33:44.250	0.0137	0.1216	1.0254	-3.0518	0.1221	-6.1035	5.9436	-2.4719	-161.3068	45.98	-20	-39	8 
0x50	 09:35:45.640	 2020-08-17 16:33:44.350	0.0093	0.1094	1.0254	-3.1738	0.4272	-6.2866	5.6964	-2.2797	-161.6254	46.04	-15	-42	7 
0x50	 09:35:45.640	 2020-08-17 16:33:44.450	0.0020	0.1001	1.0234	-2.9907	0.5493	-6.2256	5.4272	-2.0654	-162.1637	46.00	-14	-38	6 
0x50	 09:35:45.645	 2020-08-17 16:33:44.550	-0.0054	0.0923	1.0190	-2.8076	0.4883	-6.1646	5.1581	-1.8347	-162.4658	46.07	-14	-35	8 
0x50	 09:35:45.790	 2020-08-17 16:33:44.650	-0.0142	0.0850	1.0156	-2.3804	0.1831	-6.1035	4.9054	-1.6040	-162.6196	46.06	-15	-31	7 
0x50	 09:35:45.973	 2020-08-17 16:33:44.750	-0.0210	0.0815	1.0132	-1.8311	-0.3052	-5.9814	4.6967	-1.4117	-162.6746	46.05	-15	-27	9 
0x50	 09:35:45.973	 2020-08-17 16:33:44.850	-0.0264	0.0737	1.0063	-1.2207	-0.8545	-5.8594	4.5319	-1.2579	-162.5482	46.07	-13	-24	7 
0x50	 09:35:46.147	 2020-08-17 16:33:44.950	-0.0322	0.0718	1.0034	-0.5493	-1.5869	-5.7373	4.4275	-1.1591	-162.4768	46.13	-15	-24	8 
0x50	 09:35:46.147	 2020-08-17 16:33:45.050	-0.0327	0.0693	1.0020	0.3052	-2.3193	-5.6152	4.3835	-1.1371	-162.2681	46.08	-16	-25	6 
0x50	 09:35:46.332	 2020-08-17 16:33:45.150	-0.0288	0.0698	1.0005	1.0986	-3.1128	-5.4932	4.4165	-1.1920	-161.9989	46.13	-15	-24	6 
0x50	 09:35:46.344	 2020-08-17 16:33:45.250	-0.0249	0.0713	1.0000	1.9531	-3.7231	-5.3101	4.5319	-1.3293	-161.5759	46.11	-18	-21	7 
0x50	 09:35:46.553	 2020-08-17 16:33:45.350	-0.0146	0.0767	1.0010	2.5635	-4.3945	-5.1270	4.7241	-1.5436	-160.8893	46.09	-17	-23	7 
0x50	 09:35:46.553	 2020-08-17 16:33:45.450	0.0010	0.0859	1.0039	3.1128	-4.7607	-4.8218	4.9933	-1.8347	-160.3015	46.13	-17	-20	11 
0x50	 09:35:46.643	 2020-08-17 16:33:45.550	0.0186	0.0967	1.0098	3.4790	-4.9438	-4.4556	5.3284	-2.1918	-159.6149	46.11	-18	-18	7 
0x50	 09:35:47.154	 2020-08-17 16:33:45.650	0.0371	0.1079	1.0151	3.7842	-4.9438	-3.9673	5.7129	-2.5928	-158.7964	46.13	-21	-20	5 
0x50	 09:35:47.154	 2020-08-17 16:33:45.750	0.0547	0.1187	1.0205	3.7231	-4.6387	-3.4180	6.1304	-3.0103	-157.7087	46.14	-23	-20	5 
0x50	 09:35:47.154	 2020-08-17 16:33:45.850	0.0684	0.1274	1.0278	3.4790	-4.0283	-2.8076	6.5479	-3.4113	-156.5167	46.12	-24	-21	2 
0x50	 09:35:47.154	 2020-08-17 16:33:45.950	0.0776	0.1372	1.0347	3.0518	-3.4180	-2.0752	6.9379	-3.7738	-155.3027	46.14	-26	-22	4 
0x50	 09:35:47.154	 2020-08-17 16:33:46.050	0.0825	0.1445	1.0400	2.5024	-2.5635	-1.2817	7.2729	-4.0704	-154.0668	46.14	-25	-20	4 
0x50	 09:35:47.278	 2020-08-17 16:33:46.150	0.0820	0.1504	1.0459	1.7090	-1.5869	-0.5493	7.5421	-4.2792	-152.9077	46.16	-26	-25	5 
0x50	 09:35:47.402	 2020-08-17 16:33:46.250	0.0752	0.1523	1.0498	0.9155	-0.7935	0.0610	7.7069	-4.3890	-151.7651	46.19	-27	-22	2 
0x50	 09:35:47.441	 2020-08-17 16:33:46.350	0.0640	0.1528	1.0542	0.0000	0.0610	0.6104	7.7728	-4.3835	-150.4028	46.19	-27	-19	2 
0x50	 09:35:47.541	 2020-08-17 16:33:46.450	0.0513	0.1519	1.0542	-0.9766	0.7935	0.9766	7.7289	-4.2737	-148.8483	46.23	-25	-20	2 
0x50	 09:35:47.709	 2020-08-17 16:33:46.550	0.0366	0.1479	1.0542	-1.9531	1.4648	1.2207	7.5806	-4.0594	-147.7826	46.20	-24	-23	1 
0x50	 09:35:47.740	 2020-08-17 16:33:46.650	0.0239	0.1440	1.0527	-2.8687	1.9531	1.3428	7.3389	-3.7683	-146.7444	46.21	-23	-20	2 
0x50	 09:35:47.841	 2020-08-17 16:33:46.750	0.0117	0.1387	1.0498	-3.7231	2.2583	1.4648	6.9983	-3.4167	-145.5084	46.21	-22	-14	5 
0x50	 09:35:47.940	 2020-08-17 16:33:46.850	0.0029	0.1328	1.0444	-4.5166	2.4414	1.4648	6.5808	-3.0267	-144.1351	46.25	-20	-16	5 
0x50	 09:35:48.093	 2020-08-17 16:33:46.950	-0.0059	0.1235	1.0376	-5.0049	2.3804	1.5259	6.1139	-2.6202	-143.0914	46.23	-22	-15	3 
0x50	 09:35:48.141	 2020-08-17 16:33:47.050	-0.0117	0.1152	1.0322	-5.3711	2.1973	1.5259	5.6085	-2.2302	-142.1851	46.24	-21	-18	3 
0x50	 09:35:48.240	 2020-08-17 16:33:47.150	-0.0176	0.1045	1.0244	-5.4932	1.9531	1.5869	5.0812	-1.8622	-141.0864	46.25	-20	-11	7 
0x50	 09:35:48.743	 2020-08-17 16:33:47.250	-0.0220	0.0942	1.0161	-5.3711	1.4038	1.5869	4.5538	-1.5381	-139.9988	46.28	-17	-8	4 
